num,MRF,stochastic
40,0.922603432,0.705134656
41,0.875216308,0.734225279
41,0.836636866,0.713305526
41,0.844769688,0.776769947
41,0.9504125,0.744493332
41,0.88906865,0.71410103
41,0.946897823,0.65666979
41,0.883788869,0.665564989
41,0.898486522,0.661907281
41,0.92708912,0.875401576
41,0.922176879,0.784689673
42,0.927810893,0.756918825
42,0.889372709,0.710258301
42,0.804211403,0.878963499
42,0.91769371,0.897637208
42,0.917514881,0.681412391
42,0.937369372,0.714460093
42,0.925312127,0.773837799
42,0.83481333,0.855507979
42,0.891643755,0.819063854
42,0.961968899,0.848532558
43,0.888782264,0.782543274
43,0.88961124,0.866680345
43,0.937658509,0.75749833
43,0.868731603,0.79985015
43,0.844177931,0.767087811
43,0.884420155,0.723912997
43,0.898570812,0.845009043
43,0.957164283,0.865971444
43,0.912568555,0.706245091
43,0.87223151,0.793402408
44,0.935678906,0.759649287
44,0.878603729,0.637342335
44,0.898852749,0.830865264
44,0.943286626,0.741675452
44,0.888772954,0.751759656
44,0.925153265,0.739219936
44,0.884471394,0.746480258
44,0.917409391,0.716146535
44,0.779503938,0.687550634
44,0.828397167,0.765698321
45,0.924451865,0.815218361
45,0.891597138,0.734377851
45,0.814651716,0.867938379
45,0.921758077,0.830114605
45,0.909636898,0.878343212
45,0.929859031,0.869451641
45,0.913385707,0.871815195
45,0.919386414,0.865018599
45,0.904362822,0.881870109
45,0.895799706,0.775829346
46,0.929708052,0.890349936
46,0.919750113,0.815619624
46,0.951850014,0.707875335
46,0.922664934,0.869938746
46,0.876063114,0.886995965
46,0.904167086,0.898708933
46,0.914008107,0.790281873
46,0.955239656,0.841416109
46,0.936665038,0.848360194
46,0.952089627,0.864856423
47,0.955605847,0.89724986
47,0.958115794,0.812423066
47,0.924674107,0.815628006
47,0.923341482,0.815872416
47,0.849278969,0.760136295
47,0.878669234,0.815262383
47,0.866516606,0.605723992
47,0.902435631,0.81270137
47,0.922906728,0.890967758
47,0.924125189,0.701868064
48,0.930144938,0.870965659
48,0.96484221,0.771781896
48,0.978649436,0.878892732
48,0.870147992,0.841405749
48,0.761640112,0.898668288
48,0.936136292,0.773778036
48,0.951517573,0.826976887
48,0.893193204,0.919373886
48,0.970082919,0.838896605
48,0.961721907,0.895150555
49,0.954971127,0.901191629
49,0.914140645,0.855459971
49,0.951812105,0.815603912
49,0.900920123,0.938768453
49,0.8612566,0.912060344
49,0.895252239,0.89511178
49,0.916428164,0.852040146
49,0.933251137,0.794415483
49,0.907546394,0.935676519
49,0.924242596,0.885074985
50,0.860570587,0.88221759
50,0.928184269,0.887423673
50,0.892465287,0.895548557
50,0.933171613,0.842015593
50,0.940949134,0.844834575
50,0.917650617,0.883089099
50,0.909084322,0.822939812
50,0.964159884,0.860947161
50,0.960627492,0.825977811
50,0.800059358,0.871387039
51,0.966996396,0.846472831
51,0.963008898,0.881845071
51,0.947436329,0.889406752
51,0.85614346,0.805191377
51,0.95761814,0.786140575
51,0.949173124,0.828441543
51,0.934056198,0.951763502
51,0.941035374,0.873665037
51,0.965717231,0.871456435
51,0.928145881,0.81718169
52,0.945842365,0.888227776
52,0.984097307,0.851588821
52,0.977895791,0.948125961
52,0.961576025,0.869144996
52,0.918545648,0.927796951
52,0.916401859,0.826753524
52,0.974355793,0.915089422
52,0.931667139,0.903063814
52,0.956032878,0.87623442
52,0.955460547,0.899210314
53,0.963290907,0.871245167
53,0.984636648,0.93990576
53,0.953941442,0.915746882
53,0.967115942,0.956022101
53,0.922752875,0.972271343
53,0.982361026,0.891544245
53,0.982190599,0.810701916
53,0.978368404,0.948119692
53,0.944653605,0.888745499
53,0.942838448,0.812016682
54,0.95066349,0.79521227
54,0.945538801,0.93696163
54,0.963198259,0.892255332
54,0.97249135,0.896160953
54,0.98973,0.909224849
54,0.926745204,0.953864365
54,0.959759125,0.808458356
54,0.975794448,0.938512406
54,0.970866476,0.824424044
54,0.981929186,0.899555749
55,0.969111252,0.965121654
55,0.963713363,0.949948668
55,0.976135543,0.940979119
55,0.997605354,0.987873135
55,0.991782948,0.952047271
55,0.974479228,0.940947518
55,0.980703761,0.908230861
55,0.960196053,0.871070554
55,0.965964075,0.87942058
55,0.980931928,0.909189131
56,0.994386704,0.965351091
56,0.983599676,0.964298156
56,0.962138681,0.916786856
56,0.885720264,0.955410159
56,0.967315472,0.915842514
56,0.989753595,0.96897979
56,0.967368712,0.981211258
56,0.982951957,0.965250553
56,0.985006722,0.974309016
56,0.966915031,0.979203509
57,0.99231412,0.959534107
57,0.951207546,0.961341909
57,0.957894059,0.927433148
57,0.986890548,0.961496112
57,0.978721538,0.952487272
57,0.947303938,0.974139724
57,0.989461643,0.926650128
57,0.996918377,0.947548237
57,0.997092466,0.909742048
57,0.97114765,0.956277041
58,0.985801844,0.9098187
58,0.988984192,0.965395448
58,0.977397596,0.942261682
58,0.965995882,0.952207031
58,0.970453639,0.95294309
58,0.962292793,0.983577467
58,0.980091732,0.942656572
58,0.991827584,0.966147612
58,0.981241703,0.988219192
58,0.992812649,0.988223547
59,0.999734184,0.970225268
59,0.995286441,0.986364066
59,0.991025086,0.998688448
59,0.988818023,0.91183503
59,0.967539728,0.921060677
59,0.991191357,0.99619091
59,0.987274851,0.988541882
59,0.999713214,0.992018241
59,0.996808998,0.997139136
59,0.980210811,0.960540149
60,0.999824139,0.9998639
60,0.998332659,0.999218666
60,0.998786334,0.999917401
60,0.998786334,0.973960697
60,0.998332659,0.981556086
60,0.999671449,0.996445729
60,0.992709604,0.999947697
60,0.999380797,0.946238555
60,0.981467696,0.997605748
60,0.998332659,0.977638673
